edition,year,noc,country_name,gold,silver,bronze,total_medals,iso3,gdp_per_capita,population,gni_per_capita,hdi,eurostat_recreation_pct_gdp,wvs_country,wvs_interpersonal_trust,wvs_confidence_govt,wvs_confidence_parties,wvs_national_pride,wvs_sport_org_membership,ess_social_trust,ess_trust_parliament,ess_trust_legal,ess_news_politics
1996 Summer Olympics,1996,MAR,Morocco,0,0,2,2,MAR,1596.83239746094,26808107.0,1550.0,0.525,,MAR,1.835,3.0175,3.0966666666666667,3.006666666666667,2.315,,,,
1996 Summer Olympics,1996,TTO,Trinidad and Tobago,0,0,2,2,TTO,4427.27832448289,1300928.0,4090.0,0.708,,,,,,,,,,,
1996 Summer Olympics,1996,BDI,Burundi,1,0,0,1,BDI,143.156741187159,6070506.0,140.0,0.298,,,,,,,,,,,
1996 Summer Olympics,1996,CRC,Costa Rica,1,0,0,1,CRI,3226.96395598625,3619013.0,3250.0,0.709,,,,,,,,,,,
1996 Summer Olympics,1996,ECU,Ecuador,1,0,0,1,ECU,2135.8479374308,11810950.0,2060.0,0.684,,ECU,1.941376380628717,2.911467116357504,3.3089840470193117,2.9040066777963274,2.3786078098471988,,,,
1996 Summer Olympics,1996,HKG,"Hong Kong, China",1,0,0,1,HKG,24818.3021600084,6435500.0,24140.0,0.831,,HKG,1.6050338818973862,2.500241662638956,2.9523341523341524,2.9541947926711667,2.1349129593810443,,,,
1996 Summer Olympics,1996,SYR,Syrian Arab Republic,1,0,0,1,SYR,918.195857362788,15018104.0,810.0,0.587,,,,,,,,,,,
1996 Summer Olympics,1996,AZE,Azerbaijan,0,1,0,1,AZE,409.185543774103,7763000.0,240.0,0.635,,,,,,,,,,,
1996 Summer Olympics,1996,LAT,Latvia,0,1,0,1,LVA,2360.1714816213,2457222.0,,0.761,1.1,,,,,,,4.116361788617886,1.953452685421995,3.971627408993576,
1996 Summer Olympics,1996,PHI,Philippines,0,1,0,1,PHL,1311.09249403865,72190242.0,1310.0,0.635,,PHL,1.9465329991645781,1.8833333333333333,2.3291666666666666,3.0183333333333335,2.4825,,,,
1996 Summer Olympics,1996,BAH,The Bahamas,0,1,0,1,BHS,11783.797197226,306268.0,14770.0,,,,,,,,,,,,
1996 Summer Olympics,1996,TGA,Tonga,0,1,0,1,TON,2214.91474789811,100275.0,2240.0,0.679,,,,,,,,,,,
1996 Summer Olympics,1996,ZAM,Zambia,0,1,0,1,ZMB,399.511304742449,9004053.0,420.0,0.418,,,,,,,,,,,
1996 Summer Olympics,1996,IND,India,0,0,1,1,IND,401.046754673579,979678458.0,400.0,0.49,,IND,1.8231414868105515,2.2123039806996383,2.701226993865031,3.3056379821958455,2.335846470185058,,,,
1996 Summer Olympics,1996,ISR,Israel,0,0,1,1,ISR,20224.2789080629,5692000.0,19590.0,0.835,,,,,,,,4.762903225806451,4.599423631123919,6.633388566694284,
1996 Summer Olympics,1996,LTU,Lithuania,0,0,1,1,LTU,2340.67545970008,3601613.0,,0.769,0.9,,,,,,,4.783734939759036,2.2556853103872156,3.115997450605481,
1996 Summer Olympics,1996,MEX,Mexico,0,0,1,1,MEX,4674.36792733681,92452702.0,4900.0,0.709,,MEX,1.8970080552359034,3.3216340621403915,3.4931034482758623,2.577918343875791,2.45066358915176,,,,
1996 Summer Olympics,1996,MGL,Mongolia,0,0,1,1,MNG,595.5810149554,2259507.0,570.0,0.595,,,,,,,,,,,
1996 Summer Olympics,1996,MOZ,Mozambique,0,0,1,1,MOZ,244.362651012498,16492480.0,220.0,0.303,,,,,,,,,,,
1996 Summer Olympics,1996,PUR,Puerto Rico,0,0,1,1,PRI,12173.163688986,3724655.0,8130.0,,,PRI,1.82168458781362,3.306379155435759,3.4995491433724077,3.29919857524488,2.1575157515751577,,,,
1996 Summer Olympics,1996,TUN,Tunisia,0,0,1,1,TUN,2107.40815649257,9294432.0,1960.0,0.651,,TUN,1.8575085324232081,3.404560810810811,3.5637130801687764,3.416943521594684,2.692236598890943,,,,
1996 Summer Olympics,1996,UGA,Uganda,0,0,1,1,UGA,284.698259285733,21231550.0,270.0,0.392,,,,,,,,,,,
2000 Summer Olympics,2000,USA,United States,37,24,32,93,USA,36329.9560727102,282162411.0,35960.0,0.894,,USA,1.6026285272516427,2.9236138037999226,3.144690781796966,2.7394502516453736,1.4597432905484247,,,,
2000 Summer Olympics,2000,RUS,Russian Federation,32,28,29,89,RUS,1771.59411621094,146596869.0,1710.0,0.733,,RUS,1.7609065155807366,2.4773638968481375,2.866230677764566,2.746906636670416,2.433158201984822,3.833264033264033,3.2853992059991177,3.7381801962533454,
2000 Summer Olympics,2000,CHN,People's Republic of China,28,16,14,58,CHN,969.199513696287,1262645000.0,950.0,0.586,,CHN,1.3456297773346626,1.5609514370664024,1.7213386348575215,3.1665018133860863,2.4069034185197475,,,,
2000 Summer Olympics,2000,AUS,Australia,16,25,17,58,AUS,21908.9968019784,19028802.0,21340.0,0.896,,AUS,1.4598214285714286,2.8173719376391984,3.1181058495821725,2.991662034463591,1.2185761957730812,,,,
2000 Summer Olympics,2000,GER,Germany,13,17,26,56,DEU,23925.8559901991,82211508.0,26380.0,0.89,1.2,DEU,1.540485829959514,2.6233153638814017,2.908344733242134,3.1304062909567496,1.4193121693121693,4.612770339855818,4.34869109947644,5.574497574497575,
2000 Summer Olympics,2000,FRA,France,13,14,11,38,FRA,22340.5939516217,60918661.0,24950.0,0.844,1.2,,,,,,,4.4672897196261685,4.468474576271187,4.833667334669339,
2000 Summer Olympics,2000,ITA,Italy,13,8,13,34,ITA,20190.0035636084,56942108.0,21980.0,0.842,0.7,,,,,,,4.543189368770764,4.832034632034632,5.561807331628303,
2000 Summer Olympics,2000,CUB,Cuba,11,11,7,29,CUB,2751.3817714814,11109109.0,2620.0,0.694,,,,,,,,,,,
2000 Summer Olympics,2000,GBR,Great Britain,11,10,7,28,GBR,28383.8761094996,58892514.0,29550.0,0.863,,GBR,1.5329178028827426,3.0423465423465426,3.125098347757671,3.0455246913580245,1.2993827160493827,5.047340165934602,4.642821904292057,5.037893700787402,
2000 Summer Olympics,2000,KOR,Republic of Korea,8,10,10,28,KOR,12710.2995795579,47008111.0,11460.0,0.824,,KOR,1.6706827309236947,2.52289156626506,2.9036144578313254,2.7132530120481926,2.1775100401606426,,,,
2000 Summer Olympics,2000,ROU,Romania,11,6,9,26,ROU,1659.92904910528,22442971.0,1710.0,0.721,0.7,ROU,1.881260096930533,3.164154103852596,3.438902743142145,3.203225806451613,2.371152154793316,3.7937999060591827,3.8159806295399514,3.7754607177497577,
2000 Summer Olympics,2000,NED,Netherlands,12,9,4,25,NLD,26225.1697734149,15925513.0,28140.0,0.892,1.3,NLD,1.3879443585780527,2.870741482965932,3.0476431829700963,3.092085614733698,1.5601249349297241,5.708421498095641,5.1921754084264835,5.350794332331473,
2000 Summer Olympics,2000,UKR,Ukraine,3,10,10,23,UKR,653.294311523438,49556660.0,680.0,0.698,,UKR,1.6934713375796178,3.1637572734829593,3.2273858921161827,2.899601593625498,2.34315424610052,4.325881768504719,4.362688900468994,3.6145494028230183,
2000 Summer Olympics,2000,JPN,Japan,5,8,5,18,JPN,39169.3595701504,126843000.0,36810.0,0.883,,JPN,1.6440281030444965,2.64119066773934,2.823283082077052,2.5781954887218044,1.5846407927332782,,,,
2000 Summer Olympics,2000,HUN,Hungary,8,6,3,17,HUN,4629.91760812548,10210971.0,4630.0,0.773,1.3,,,,,,,4.079355608591886,5.001229256299939,5.106741573033708,
2000 Summer Olympics,2000,BLR,Belarus,3,3,11,17,BLR,1276.2880341,9979610.0,1380.0,0.708,,,,,,,,,,,
2000 Summer Olympics,2000,POL,Poland,6,5,3,14,POL,4520.64100449111,38258629.0,4690.0,0.794,0.8,,,,,,,3.715784453981879,3.4819217434373453,3.662202380952381,
2000 Summer Olympics,2000,CAN,Canada,3,3,8,14,CAN,24271.0020563821,30685730.0,22740.0,0.89,,CAN,1.5049776007964162,2.5868591338974616,2.9243404678944747,2.943504230960677,1.339223494275759,,,,
2000 Summer Olympics,2000,BUL,Bulgaria,5,6,2,13,BGR,1621.26210738992,8170172.0,1660.0,0.723,0.9,,,,,,,3.3435003631082063,2.178358208955224,2.4485981308411215,
2000 Summer Olympics,2000,GRE,Greece,4,6,3,13,GRC,11638.2010697215,10805808.0,13100.0,0.818,0.6,GRC,1.9158249158249159,3.346316680779001,3.4352243861134633,2.578333333333333,2.240101095197978,3.640124902419984,4.794975688816856,6.288095238095238,
2000 Summer Olympics,2000,SWE,Sweden,4,5,3,12,SWE,29632.5890811623,8872109.0,31600.0,0.903,1.5,,,,,,,6.09442491210447,5.920408163265306,6.064881565396498,
2000 Summer Olympics,2000,BRA,Brazil,0,6,6,12,BRA,3766.54786339835,174018282.0,3950.0,0.668,,BRA,1.9335260115606936,3.2901162790697676,3.5303995367689636,2.2536106296938185,1.7263411693791442,,,,
2000 Summer Olympics,2000,ESP,Spain,3,3,5,11,ESP,14743.2671031455,40567864.0,15770.0,0.828,1.3,,,,,,,4.863849765258216,4.852624920936116,4.297280593325093,
2000 Summer Olympics,2000,NOR,Norway,4,3,3,10,NOR,38178.2368777076,4490967.0,36600.0,0.914,1.3,,,,,,,6.600687622789784,5.694581280788177,6.33037037037037,
2000 Summer Olympics,2000,SUI,Switzerland,1,6,2,9,CHE,38865.021939688,7184250.0,44580.0,0.885,1.0,,,,,,,5.652920962199313,5.746276322547509,6.14964964964965,
2000 Summer Olympics,2000,JAM,Jamaica,0,6,3,9,JAM,3453.09252800226,2607826.0,3300.0,0.657,,,,,,,,,,,
2000 Summer Olympics,2000,ETH,Ethiopia,4,1,3,8,ETH,122.269202606069,67411494.0,120.0,0.286,,ETH,1.8809135399673735,2.1934156378600824,2.9891500904159134,2.8101059494702527,2.544995794785534,,,,
2000 Summer Olympics,2000,CZE,Czechia,2,3,3,8,CZE,6062.92152842793,10255063.0,6380.0,0.81,1.3,CZE,1.6272040302267003,2.8493265993265995,3.0271186440677966,2.7577276524644945,2.0455696202531644,4.254275092936803,3.6559877955758964,3.7780320366132725,
2000 Summer Olympics,2000,KAZ,Kazakhstan,3,4,0,7,KAZ,1180.0444563226,15501103.0,1220.0,0.68,,KAZ,1.7610837438423645,2.1145833333333335,2.318548387096774,2.8255908720456397,2.7069846678023852,,,,
2000 Summer Olympics,2000,KEN,Kenya,2,3,2,7,KEN,414.626365130846,30642890.0,430.0,0.487,,KEN,1.904153354632588,2.5691318327974275,3.0707892595606183,2.9085850556438793,2.2716568544995797,,,,
2000 Summer Olympics,2000,DEN,Denmark,2,3,1,6,DNK,30722.0251837567,5339616.0,32560.0,0.89,1.6,,,,,,,6.992656875834446,6.183535762483131,7.130670277589709,
2000 Summer Olympics,2000,INA,Indonesia,1,3,2,6,IDN,763.711124950924,216077790.0,570.0,0.597,,IDN,1.9481087839949984,1.854945054945055,2.7658968680797216,3.381875,2.6324222431668236,,,,
2000 Summer Olympics,2000,MEX,Mexico,1,2,3,6,MEX,7524.0271380091,98625552.0,6570.0,0.709,,MEX,1.8970080552359034,3.3216340621403915,3.4931034482758623,2.577918343875791,2.45066358915176,,,,
2000 Summer Olympics,2000,GEO,Georgia,0,0,6,6,GEO,749.908534993961,4077131.0,790.0,0.694,,,,,,,,,,,
2000 Summer Olympics,2000,TUR,Türkiye,3,0,2,5,TUR,4199.3798635759,65425961.0,4180.0,0.669,,TUR,1.8573839662447258,2.1363636363636362,2.5038200339558574,2.819409282700422,2.40337224383917,3.006521739130435,6.3789592760181,6.42743312464428,
2000 Summer Olympics,2000,LTU,Lithuania,2,0,3,5,LTU,3300.63634928559,3499536.0,3220.0,0.769,0.9,,,,,,,4.783734939759036,2.2556853103872156,3.115997450605481,
2000 Summer Olympics,2000,SVK,Slovakia,1,3,1,5,SVK,5421.6448441887,5388720.0,5520.0,,1.1,SVK,1.7840336134453783,3.1596283783783785,3.210526315789474,2.838358458961474,1.7358649789029537,4.024032042723632,3.0508591065292094,3.583216783216783,
2000 Summer Olympics,2000,ALG,Algeria,1,1,3,5,DZA,1772.92869122761,30903893.0,1600.0,0.652,,,,,,,,,,,
2000 Summer Olympics,2000,BEL,Belgium,0,2,3,5,BEL,23098.8865077401,10251250.0,25890.0,0.884,0.9,,,,,,,4.81121099947118,4.993802816901408,4.38751345532831,
2000 Summer Olympics,2000,RSA,South Africa,0,2,3,5,ZAF,3217.84693448467,47159719.0,3260.0,0.633,,,,,,,,,,,
2000 Summer Olympics,2000,MAR,Morocco,0,1,4,5,MAR,1499.107421875,28423435.0,1580.0,0.525,,MAR,1.835,3.0175,3.0966666666666667,3.006666666666667,2.315,,,,
2000 Summer Olympics,2000,IRI,Islamic Republic of Iran,3,0,1,4,IRN,1650.01385833785,66418659.0,1750.0,0.692,,IRN,1.8516042780748663,2.584956346541303,2.70260989010989,3.1622162883845126,2.3410169491525425,,,,
2000 Summer Olympics,2000,FIN,Finland,2,1,1,4,FIN,24335.9225082659,5176209.0,26470.0,0.887,1.1,,,,,,,6.45995995995996,5.789180990899899,6.75050505050505,
2000 Summer Olympics,2000,UZB,Uzbekistan,1,1,2,4,UZB,555.149231099186,24787054.0,620.0,0.603,,,,,,,,,,,
2000 Summer Olympics,2000,NZL,New Zealand,1,0,3,4,NZL,13641.1027183822,3857700.0,14070.0,0.894,,NZL,1.4049751243781095,2.4485219164118246,2.90216271884655,3.22820763956905,1.2267839687194526,,,,
2000 Summer Olympics,2000,ARG,Argentina,0,2,2,4,ARG,7637.01489203628,37213984.0,7400.0,0.78,,ARG,1.7930672268907564,2.93502538071066,3.2577639751552794,2.5734265734265733,2.09853249475891,,,,
2000 Summer Olympics,2000,PRK,Democratic People's Republic of Korea,0,1,3,4,PRK,,23665910.0,,,,,,,,,,,,,
2000 Summer Olympics,2000,AUT,Austria,2,1,0,3,AUT,24487.2974685956,8011566.0,26660.0,0.87,1.4,,,,,,,5.0682122157824345,5.0572868927589365,6.0885675553547225,
2000 Summer Olympics,2000,AZE,Azerbaijan,2,0,1,3,AZE,655.097249579917,8048600.0,630.0,0.635,,,,,,,,,,,
2000 Summer Olympics,2000,BAH,The Bahamas,2,0,1,3,BHS,24940.0775086078,323835.0,23880.0,,,,,,,,,,,,
2000 Summer Olympics,2000,NGR,Nigeria,1,2,0,3,NGA,547.318298903379,126382494.0,,0.488,,NGA,1.8731707317073172,2.691808596918086,2.8943948009748173,2.8868229587712206,2.5909863945578233,,,,
2000 Summer Olympics,2000,LAT,Latvia,1,1,1,3,LVA,3278.17896440803,2367550.0,3240.0,0.761,1.3,,,,,,,4.116361788617886,1.953452685421995,3.971627408993576,
2000 Summer Olympics,2000,SCG,Serbia and Montenegro,1,1,1,3,,22374.3254750161,1255696330.0,22500.4360702861,,,,,,,,,,,,
2000 Summer Olympics,2000,SCG,Serbia and Montenegro,1,1,1,3,,22374.3254750161,1255696330.0,286.878304824646,,,,,,,,,,,,
2000 Summer Olympics,2000,SCG,Serbia and Montenegro,1,1,1,3,,22374.3254750161,1255696330.0,573.138870398889,,,,,,,,,,,,
2000 Summer Olympics,2000,SCG,Serbia and Montenegro,1,1,1,3,,22374.3254750161,1255696330.0,1770.83524956208,,,,,,,,,,,,
2000 Summer Olympics,2000,SCG,Serbia and Montenegro,1,1,1,3,,22374.3254750161,322668237.0,22500.4360702861,,,,,,,,,,,,
2000 Summer Olympics,2000,SCG,Serbia and Montenegro,1,1,1,3,,22374.3254750161,322668237.0,286.878304824646,,,,,,,,,,,,
2000 Summer Olympics,2000,SCG,Serbia and Montenegro,1,1,1,3,,22374.3254750161,322668237.0,573.138870398889,,,,,,,,,,,,
2000 Summer Olympics,2000,SCG,Serbia and Montenegro,1,1,1,3,,22374.3254750161,322668237.0,1770.83524956208,,,,,,,,,,,,
2000 Summer Olympics,2000,SCG,Serbia and Montenegro,1,1,1,3,,22374.3254750161,2126559759.0,22500.4360702861,,,,,,,,,,,,
2000 Summer Olympics,2000,SCG,Serbia and Montenegro,1,1,1,3,,22374.3254750161,2126559759.0,286.878304824646,,,,,,,,,,,,
2000 Summer Olympics,2000,SCG,Serbia and Montenegro,1,1,1,3,,22374.3254750161,2126559759.0,573.138870398889,,,,,,,,,,,,
2000 Summer Olympics,2000,SCG,Serbia and Montenegro,1,1,1,3,,22374.3254750161,2126559759.0,1770.83524956208,,,,,,,,,,,,
2000 Summer Olympics,2000,SCG,Serbia and Montenegro,1,1,1,3,,22374.3254750161,2365022283.0,22500.4360702861,,,,,,,,,,,,
2000 Summer Olympics,2000,SCG,Serbia and Montenegro,1,1,1,3,,22374.3254750161,2365022283.0,286.878304824646,,,,,,,,,,,,
2000 Summer Olympics,2000,SCG,Serbia and Montenegro,1,1,1,3,,22374.3254750161,2365022283.0,573.138870398889,,,,,,,,,,,,
2000 Summer Olympics,2000,SCG,Serbia and Montenegro,1,1,1,3,,22374.3254750161,2365022283.0,1770.83524956208,,,,,,,,,,,,
2000 Summer Olympics,2000,SCG,Serbia and Montenegro,1,1,1,3,,361.877753824032,1255696330.0,22500.4360702861,,,,,,,,,,,,
2000 Summer Olympics,2000,SCG,Serbia and Montenegro,1,1,1,3,,361.877753824032,1255696330.0,286.878304824646,,,,,,,,,,,,
2000 Summer Olympics,2000,SCG,Serbia and Montenegro,1,1,1,3,,361.877753824032,1255696330.0,573.138870398889,,,,,,,,,,,,
2000 Summer Olympics,2000,SCG,Serbia and Montenegro,1,1,1,3,,361.877753824032,1255696330.0,1770.83524956208,,,,,,,,,,,,
2000 Summer Olympics,2000,SCG,Serbia and Montenegro,1,1,1,3,,361.877753824032,322668237.0,22500.4360702861,,,,,,,,,,,,
2000 Summer Olympics,2000,SCG,Serbia and Montenegro,1,1,1,3,,361.877753824032,322668237.0,286.878304824646,,,,,,,,,,,,
2000 Summer Olympics,2000,SCG,Serbia and Montenegro,1,1,1,3,,361.877753824032,322668237.0,573.138870398889,,,,,,,,,,,,
2000 Summer Olympics,2000,SCG,Serbia and Montenegro,1,1,1,3,,361.877753824032,322668237.0,1770.83524956208,,,,,,,,,,,,
2000 Summer Olympics,2000,SCG,Serbia and Montenegro,1,1,1,3,,361.877753824032,2126559759.0,22500.4360702861,,,,,,,,,,,,
2000 Summer Olympics,2000,SCG,Serbia and Montenegro,1,1,1,3,,361.877753824032,2126559759.0,286.878304824646,,,,,,,,,,,,
2000 Summer Olympics,2000,SCG,Serbia and Montenegro,1,1,1,3,,361.877753824032,2126559759.0,573.138870398889,,,,,,,,,,,,
2000 Summer Olympics,2000,SCG,Serbia and Montenegro,1,1,1,3,,361.877753824032,2126559759.0,1770.83524956208,,,,,,,,,,,,
2000 Summer Olympics,2000,SCG,Serbia and Montenegro,1,1,1,3,,361.877753824032,2365022283.0,22500.4360702861,,,,,,,,,,,,
2000 Summer Olympics,2000,SCG,Serbia and Montenegro,1,1,1,3,,361.877753824032,2365022283.0,286.878304824646,,,,,,,,,,,,
2000 Summer Olympics,2000,SCG,Serbia and Montenegro,1,1,1,3,,361.877753824032,2365022283.0,573.138870398889,,,,,,,,,,,,
2000 Summer Olympics,2000,SCG,Serbia and Montenegro,1,1,1,3,,361.877753824032,2365022283.0,1770.83524956208,,,,,,,,,,,,
2000 Summer Olympics,2000,SCG,Serbia and Montenegro,1,1,1,3,,559.072816607957,1255696330.0,22500.4360702861,,,,,,,,,,,,
2000 Summer Olympics,2000,SCG,Serbia and Montenegro,1,1,1,3,,559.072816607957,1255696330.0,286.878304824646,,,,,,,,,,,,
2000 Summer Olympics,2000,SCG,Serbia and Montenegro,1,1,1,3,,559.072816607957,1255696330.0,573.138870398889,,,,,,,,,,,,
2000 Summer Olympics,2000,SCG,Serbia and Montenegro,1,1,1,3,,559.072816607957,1255696330.0,1770.83524956208,,,,,,,,,,,,
2000 Summer Olympics,2000,SCG,Serbia and Montenegro,1,1,1,3,,559.072816607957,322668237.0,22500.4360702861,,,,,,,,,,,,
2000 Summer Olympics,2000,SCG,Serbia and Montenegro,1,1,1,3,,559.072816607957,322668237.0,286.878304824646,,,,,,,,,,,,
2000 Summer Olympics,2000,SCG,Serbia and Montenegro,1,1,1,3,,559.072816607957,322668237.0,573.138870398889,,,,,,,,,,,,
2000 Summer Olympics,2000,SCG,Serbia and Montenegro,1,1,1,3,,559.072816607957,322668237.0,1770.83524956208,,,,,,,,,,,,
2000 Summer Olympics,2000,SCG,Serbia and Montenegro,1,1,1,3,,559.072816607957,2126559759.0,22500.4360702861,,,,,,,,,,,,
2000 Summer Olympics,2000,SCG,Serbia and Montenegro,1,1,1,3,,559.072816607957,2126559759.0,286.878304824646,,,,,,,,,,,,
2000 Summer Olympics,2000,SCG,Serbia and Montenegro,1,1,1,3,,559.072816607957,2126559759.0,573.138870398889,,,,,,,,,,,,
2000 Summer Olympics,2000,SCG,Serbia and Montenegro,1,1,1,3,,559.072816607957,2126559759.0,1770.83524956208,,,,,,,,,,,,
2000 Summer Olympics,2000,SCG,Serbia and Montenegro,1,1,1,3,,559.072816607957,2365022283.0,22500.4360702861,,,,,,,,,,,,
2000 Summer Olympics,2000,SCG,Serbia and Montenegro,1,1,1,3,,559.072816607957,2365022283.0,286.878304824646,,,,,,,,,,,,
2000 Summer Olympics,2000,SCG,Serbia and Montenegro,1,1,1,3,,559.072816607957,2365022283.0,573.138870398889,,,,,,,,,,,,
2000 Summer Olympics,2000,SCG,Serbia and Montenegro,1,1,1,3,,559.072816607957,2365022283.0,1770.83524956208,,,,,,,,,,,,
2000 Summer Olympics,2000,SCG,Serbia and Montenegro,1,1,1,3,,1846.75293360867,1255696330.0,22500.4360702861,,,,,,,,,,,,
2000 Summer Olympics,2000,SCG,Serbia and Montenegro,1,1,1,3,,1846.75293360867,1255696330.0,286.878304824646,,,,,,,,,,,,
2000 Summer Olympics,2000,SCG,Serbia and Montenegro,1,1,1,3,,1846.75293360867,1255696330.0,573.138870398889,,,,,,,,,,,,
2000 Summer Olympics,2000,SCG,Serbia and Montenegro,1,1,1,3,,1846.75293360867,1255696330.0,1770.83524956208,,,,,,,,,,,,
2000 Summer Olympics,2000,SCG,Serbia and Montenegro,1,1,1,3,,1846.75293360867,322668237.0,22500.4360702861,,,,,,,,,,,,
2000 Summer Olympics,2000,SCG,Serbia and Montenegro,1,1,1,3,,1846.75293360867,322668237.0,286.878304824646,,,,,,,,,,,,
2000 Summer Olympics,2000,SCG,Serbia and Montenegro,1,1,1,3,,1846.75293360867,322668237.0,573.138870398889,,,,,,,,,,,,
2000 Summer Olympics,2000,SCG,Serbia and Montenegro,1,1,1,3,,1846.75293360867,322668237.0,1770.83524956208,,,,,,,,,,,,
2000 Summer Olympics,2000,SCG,Serbia and Montenegro,1,1,1,3,,1846.75293360867,2126559759.0,22500.4360702861,,,,,,,,,,,,
2000 Summer Olympics,2000,SCG,Serbia and Montenegro,1,1,1,3,,1846.75293360867,2126559759.0,286.878304824646,,,,,,,,,,,,
2000 Summer Olympics,2000,SCG,Serbia and Montenegro,1,1,1,3,,1846.75293360867,2126559759.0,573.138870398889,,,,,,,,,,,,
2000 Summer Olympics,2000,SCG,Serbia and Montenegro,1,1,1,3,,1846.75293360867,2126559759.0,1770.83524956208,,,,,,,,,,,,
2000 Summer Olympics,2000,SCG,Serbia and Montenegro,1,1,1,3,,1846.75293360867,2365022283.0,22500.4360702861,,,,,,,,,,,,
2000 Summer Olympics,2000,SCG,Serbia and Montenegro,1,1,1,3,,1846.75293360867,2365022283.0,286.878304824646,,,,,,,,,,,,
2000 Summer Olympics,2000,SCG,Serbia and Montenegro,1,1,1,3,,1846.75293360867,2365022283.0,573.138870398889,,,,,,,,,,,,
2000 Summer Olympics,2000,SCG,Serbia and Montenegro,1,1,1,3,,1846.75293360867,2365022283.0,1770.83524956208,,,,,,,,,,,,
2000 Summer Olympics,2000,EST,Estonia,1,0,2,3,EST,4070.60902410208,1396985.0,4170.0,0.798,2.0,,,,,,,5.178172588832488,4.191276931161324,4.907233572611816,
2000 Summer Olympics,2000,THA,Thailand,1,0,2,3,THA,2005.97694514234,63007815.0,1980.0,0.663,,THA,1.6863157894736842,2.4024745269286756,2.6543026706231454,3.0062154696132595,2.4732262382864794,,,,
2000 Summer Olympics,2000,SLO,Slovenia,2,0,0,2,SVN,10135.7219109212,1988925.0,11200.0,0.823,1.3,,,,,,,3.9768211920529803,4.041152263374485,4.27815934065934,
2000 Summer Olympics,2000,CRO,Croatia,1,0,1,2,HRV,4953.65158789022,4468302.0,5310.0,0.764,1.5,,,,,,,4.173531397704254,2.9827348066298343,3.091286307053942,
2000 Summer Olympics,2000,KSA,Kingdom of Saudi Arabia,0,1,1,2,SAU,11714.5623675159,16177722.0,10450.0,0.746,,,,,,,,,,,
2000 Summer Olympics,2000,MDA,Republic of Moldova,0,1,1,2,MDA,440.538683980372,2924668.0,490.0,0.655,,,,,,,,,,,
2000 Summer Olympics,2000,TTO,Trinidad and Tobago,0,1,1,2,TTO,6178.58975559687,1319774.0,5180.0,0.708,,,,,,,,,,,
2000 Summer Olympics,2000,CRC,Costa Rica,0,0,2,2,CRI,3812.75388284924,3937739.0,3590.0,0.709,,,,,,,,,,,
2000 Summer Olympics,2000,POR,Portugal,0,0,2,2,PRT,11526.3720667968,10289898.0,12180.0,0.793,1.3,,,,,,,4.00066401062417,4.319315751960086,4.261055634807418,
2000 Summer Olympics,2000,CMR,Cameroon,1,0,0,1,CMR,708.565731625965,14912631.0,730.0,0.426,,,,,,,,,,,
2000 Summer Olympics,2000,COL,Colombia,1,0,0,1,COL,2555.00751039968,39089934.0,2370.0,0.672,,COL,1.9546052631578947,3.1171052631578946,3.3046052631578946,2.9,2.0657894736842106,,,,
2000 Summer Olympics,2000,MOZ,Mozambique,1,0,0,1,MOZ,327.12623979157,18129653.0,330.0,0.303,,,,,,,,,,,
2000 Summer Olympics,2000,IRL,Ireland,0,1,0,1,IRL,26334.5672050501,3805174.0,24130.0,0.851,0.6,,,,,,,5.46259842519685,4.43355229914098,5.12656328164082,
2000 Summer Olympics,2000,SRI,Sri Lanka,0,1,0,1,LKA,860.199884304769,19293054.0,860.0,0.689,,,,,,,,,,,
2000 Summer Olympics,2000,URU,Uruguay,0,1,0,1,URY,6987.70098766257,3266206.0,7180.0,0.754,,URY,1.8514056224899598,2.4974567650050865,2.9608247422680414,2.8927855711422845,1.9234800838574424,,,,
2000 Summer Olympics,2000,VIE,Vietnam,0,1,0,1,VNM,404.029784055118,77154011.0,390.0,0.599,,VNM,1.7233333333333334,1.7028862478777589,1.797971259509721,3.0566666666666666,2.716666666666667,,,,
2000 Summer Olympics,2000,ARM,Armenia,0,0,1,1,ARM,593.450581742282,3221100.0,630.0,0.656,,ARM,1.9189189189189189,2.89957805907173,3.4419983065198982,2.5963756177924218,2.495704467353952,,,,
2000 Summer Olympics,2000,BAR,Barbados,0,0,1,1,BRB,11674.6736471764,262063.0,11170.0,0.76,,,,,,,,,,,
2000 Summer Olympics,2000,CHI,Chile,0,0,1,1,CHL,5052.99245766325,15503635.0,5030.0,0.763,,CHL,1.8572895277207393,2.8158697863682605,3.31237322515213,2.369168356997972,2.311111111111111,,,,
2000 Summer Olympics,2000,ISL,Iceland,0,0,1,1,ISL,32503.578963236,281205.0,31750.0,0.895,3.0,,,,,,,6.368421052631579,5.923623445825933,6.008928571428571,
2000 Summer Olympics,2000,IND,India,0,0,1,1,IND,442.750218937263,1057922733.0,440.0,0.49,,IND,1.8231414868105515,2.2123039806996383,2.701226993865031,3.3056379821958455,2.335846470185058,,,,
2000 Summer Olympics,2000,ISR,Israel,0,0,1,1,ISR,21706.5194056329,6289000.0,20380.0,0.835,,,,,,,,4.762903225806451,4.599423631123919,6.633388566694284,
2000 Summer Olympics,2000,KUW,Kuwait,0,0,1,1,KWT,19296.3471698729,1954709.0,18810.0,0.78,,,,,,,,,,,
